2023-02-17 17:19:40 startup archives install
2023-03-29 06:23:48 status half-installed vim-runtime:all 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:23:50 status unpacked vim-runtime:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 upgrade vim-common:all 2:8.2.3995-1ubuntu2.3 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 status half-configured vim-common:all 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:50 status unpacked vim-common:all 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:50 status half-installed vim-common:all 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:50 status triggers-pending hicolor-icon-theme:all 0.17-2
2023-03-29 06:23:50 status unpacked vim-common:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 startup packages configure
2023-03-29 06:23:50 configure vim-common:all 2:8.2.3995-1ubuntu2.4 <none>
2023-03-29 06:23:50 status unpacked vim-common:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 status half-configured vim-common:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 status installed vim-common:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 configure vim-runtime:all 2:8.2.3995-1ubuntu2.4 <none>
2023-03-29 06:23:50 status unpacked vim-runtime:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 status half-configured vim-runtime:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:50 status installed vim-runtime:all 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 configure vim:amd64 2:8.2.3995-1ubuntu2.4 <none>
2023-03-29 06:23:51 status unpacked vim:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 status half-configured vim:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 status installed vim:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 configure vim-tiny:amd64 2:8.2.3995-1ubuntu2.4 <none>
2023-03-29 06:23:51 status unpacked vim-tiny:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 status half-configured vim-tiny:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 status installed vim-tiny:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:51 trigproc hicolor-icon-theme:all 0.17-2 <none>
2023-03-29 06:23:51 status half-configured hicolor-icon-theme:all 0.17-2
2023-03-29 06:23:51 status installed hicolor-icon-theme:all 0.17-2
2023-03-29 06:23:51 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:23:51 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:23:51 status installed man-db:amd64 2.10.2-1
2023-03-29 06:23:56 startup archives unpack
2023-03-29 06:23:56 upgrade curl:amd64 7.81.0-1ubuntu1.7 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 status half-configured curl:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:23:56 status unpacked curl:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:23:56 status half-installed curl:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:23:56 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:23:56 status unpacked curl:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 upgrade libcurl4:amd64 7.81.0-1ubuntu1.7 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:23:56 status half-configured libcurl4:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:23:56 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:23:56 status half-installed libcurl4:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:23:56 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 startup packages configure
2023-03-29 06:23:56 configure libcurl4:amd64 7.81.0-1ubuntu1.10 <none>
2023-03-29 06:23:56 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 status half-configured libcurl4:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 status installed libcurl4:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 configure curl:amd64 7.81.0-1ubuntu1.10 <none>
2023-03-29 06:23:56 status unpacked curl:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 status half-configured curl:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 status installed curl:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:23:56 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:23:56 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:23:56 status installed man-db:amd64 2.10.2-1
2023-03-29 06:23:56 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:23:56 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:23:56 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:01 startup archives unpack
2023-03-29 06:24:01 upgrade libpython3.10:amd64 3.10.6-1~22.04.2 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:01 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:01 status half-configured libpython3.10:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status unpacked libpython3.10:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status half-installed libpython3.10:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status unpacked libpython3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:01 upgrade python3.10:amd64 3.10.6-1~22.04.2 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:01 status half-configured python3.10:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status unpacked python3.10:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status half-installed python3.10:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:24:01 status unpacked python3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:01 upgrade libpython3.10-stdlib:amd64 3.10.6-1~22.04.2 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:01 status half-configured libpython3.10-stdlib:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status unpacked libpython3.10-stdlib:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:01 status half-installed libpython3.10-stdlib:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:02 status unpacked libpython3.10-stdlib:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:02 upgrade python3.10-minimal:amd64 3.10.6-1~22.04.2 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:02 status half-configured python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:02 status unpacked python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:02 status half-installed python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:02 status unpacked python3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:02 upgrade libpython3.10-minimal:amd64 3.10.6-1~22.04.2 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:02 status half-configured libpython3.10-minimal:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:03 status unpacked libpython3.10-minimal:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:03 status half-installed libpython3.10-minimal:amd64 3.10.6-1~22.04.2
2023-03-29 06:24:03 status unpacked libpython3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:03 startup packages configure
2023-03-29 06:24:03 configure libpython3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1 <none>
2023-03-29 06:24:03 status unpacked libpython3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:03 status half-configured libpython3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:03 status installed libpython3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:03 configure python3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1 <none>
2023-03-29 06:24:03 status unpacked python3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:03 status half-configured python3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 status installed python3.10-minimal:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 configure libpython3.10-stdlib:amd64 3.10.6-1~22.04.2ubuntu1 <none>
2023-03-29 06:24:04 status unpacked libpython3.10-stdlib:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 status half-configured libpython3.10-stdlib:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 status installed libpython3.10-stdlib:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 configure libpython3.10:amd64 3.10.6-1~22.04.2ubuntu1 <none>
2023-03-29 06:24:04 status unpacked libpython3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 status half-configured libpython3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 status installed libpython3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 configure python3.10:amd64 3.10.6-1~22.04.2ubuntu1 <none>
2023-03-29 06:24:04 status unpacked python3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:04 status half-configured python3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:05 status installed python3.10:amd64 3.10.6-1~22.04.2ubuntu1
2023-03-29 06:24:05 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:24:05 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:24:05 status installed man-db:amd64 2.10.2-1
2023-03-29 06:24:05 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:24:05 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:05 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:10 startup archives unpack
2023-03-29 06:24:10 upgrade libgnutls30:amd64 3.7.3-4ubuntu1.1 3.7.3-4ubuntu1.2
2023-03-29 06:24:10 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:10 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1.1
2023-03-29 06:24:10 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.1
2023-03-29 06:24:10 status half-installed libgnutls30:amd64 3.7.3-4ubuntu1.1
2023-03-29 06:24:10 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.2
2023-03-29 06:24:10 startup packages configure
2023-03-29 06:24:10 configure libgnutls30:amd64 3.7.3-4ubuntu1.2 <none>
2023-03-29 06:24:10 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.2
2023-03-29 06:24:10 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1.2
2023-03-29 06:24:10 status installed libgnutls30:amd64 3.7.3-4ubuntu1.2
2023-03-29 06:24:10 startup packages configure
2023-03-29 06:24:10 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:24:10 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:10 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:14 startup archives unpack
2023-03-29 06:24:14 upgrade udev:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:24:14 status triggers-pending initramfs-tools:all 0.140ubuntu13.1
2023-03-29 06:24:14 status half-configured udev:amd64 249.11-0ubuntu3.6
2023-03-29 06:24:14 status unpacked udev:amd64 249.11-0ubuntu3.6
2023-03-29 06:24:14 status half-installed udev:amd64 249.11-0ubuntu3.6
2023-03-29 06:24:15 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:24:15 status unpacked udev:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:15 upgrade libudev1:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:24:15 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:15 status half-configured libudev1:amd64 249.11-0ubuntu3.6
2023-03-29 06:24:15 status unpacked libudev1:amd64 249.11-0ubuntu3.6
2023-03-29 06:24:15 status half-installed libudev1:amd64 249.11-0ubuntu3.6
2023-03-29 06:24:15 status unpacked libudev1:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:15 startup packages configure
2023-03-29 06:24:15 configure libudev1:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:24:15 status unpacked libudev1:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:15 status half-configured libudev1:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:15 status installed libudev1:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:15 startup packages configure
2023-03-29 06:24:15 configure udev:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:24:15 status unpacked udev:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:15 status half-configured udev:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:18 status installed udev:amd64 249.11-0ubuntu3.7
2023-03-29 06:24:18 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:24:18 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:18 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:24:18 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:24:18 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:24:18 status installed man-db:amd64 2.10.2-1
2023-03-29 06:24:18 trigproc initramfs-tools:all 0.140ubuntu13.1 <none>
2023-03-29 06:24:18 status half-configured initramfs-tools:all 0.140ubuntu13.1
2023-03-29 06:25:00 status installed initramfs-tools:all 0.140ubuntu13.1
2023-03-29 06:25:08 startup archives unpack
2023-03-29 06:25:08 upgrade libnss3:amd64 2:3.68.2-0ubuntu1.1 2:3.68.2-0ubuntu1.2
2023-03-29 06:25:08 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:25:08 status half-configured libnss3:amd64 2:3.68.2-0ubuntu1.1
2023-03-29 06:25:08 status unpacked libnss3:amd64 2:3.68.2-0ubuntu1.1
2023-03-29 06:25:08 status half-installed libnss3:amd64 2:3.68.2-0ubuntu1.1
2023-03-29 06:25:08 status unpacked libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-29 06:25:08 startup packages configure
2023-03-29 06:25:08 configure libnss3:amd64 2:3.68.2-0ubuntu1.2 <none>
2023-03-29 06:25:08 status unpacked libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-29 06:25:08 status half-configured libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-29 06:25:08 status installed libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-29 06:25:08 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:25:08 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:25:08 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:25:13 startup archives unpack
2023-03-29 06:25:13 upgrade xxd:amd64 2:8.2.3995-1ubuntu2.3 2:8.2.3995-1ubuntu2.4
2023-03-29 06:25:13 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:25:13 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:25:13 status half-installed xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:25:13 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:25:13 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:25:13 startup packages configure
2023-03-29 06:25:13 configure xxd:amd64 2:8.2.3995-1ubuntu2.4 <none>
2023-03-29 06:25:13 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:25:13 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:25:13 status installed xxd:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:25:13 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:25:13 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:25:14 status installed man-db:amd64 2.10.2-1
2023-03-29 06:25:18 startup archives unpack
2023-03-29 06:25:18 upgrade sudo:amd64 1.9.9-1ubuntu2.2 1.9.9-1ubuntu2.3
2023-03-29 06:25:18 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:25:18 status half-configured sudo:amd64 1.9.9-1ubuntu2.2
2023-03-29 06:25:18 status unpacked sudo:amd64 1.9.9-1ubuntu2.2
2023-03-29 06:25:18 status half-installed sudo:amd64 1.9.9-1ubuntu2.2
2023-03-29 06:25:19 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:25:19 status unpacked sudo:amd64 1.9.9-1ubuntu2.3
2023-03-29 06:25:19 startup packages configure
2023-03-29 06:25:19 configure sudo:amd64 1.9.9-1ubuntu2.3 <none>
2023-03-29 06:25:19 status unpacked sudo:amd64 1.9.9-1ubuntu2.3
2023-03-29 06:25:19 status half-configured sudo:amd64 1.9.9-1ubuntu2.3
2023-03-29 06:25:19 status installed sudo:amd64 1.9.9-1ubuntu2.3
2023-03-29 06:25:19 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:25:19 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:25:19 status installed man-db:amd64 2.10.2-1
2023-03-29 06:25:19 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:25:19 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:25:19 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:25:24 startup archives unpack
2023-03-29 06:25:24 upgrade intel-microcode:amd64 3.20220809.0ubuntu0.22.04.1 3.20230214.0ubuntu0.22.04.1
2023-03-29 06:25:24 status half-configured intel-microcode:amd64 3.20220809.0ubuntu0.22.04.1
2023-03-29 06:25:24 status unpacked intel-microcode:amd64 3.20220809.0ubuntu0.22.04.1
2023-03-29 06:25:24 status half-installed intel-microcode:amd64 3.20220809.0ubuntu0.22.04.1
2023-03-29 06:25:24 status unpacked intel-microcode:amd64 3.20230214.0ubuntu0.22.04.1
2023-03-29 06:25:24 startup packages configure
2023-03-29 06:25:24 configure intel-microcode:amd64 3.20230214.0ubuntu0.22.04.1 <none>
2023-03-29 06:25:24 status unpacked intel-microcode:amd64 3.20230214.0ubuntu0.22.04.1
2023-03-29 06:25:25 status half-configured intel-microcode:amd64 3.20230214.0ubuntu0.22.04.1
2023-03-29 06:25:25 status installed intel-microcode:amd64 3.20230214.0ubuntu0.22.04.1
2023-03-29 06:25:25 status triggers-pending initramfs-tools:all 0.140ubuntu13.1
2023-03-29 06:25:25 trigproc initramfs-tools:all 0.140ubuntu13.1 <none>
2023-03-29 06:25:25 status half-configured initramfs-tools:all 0.140ubuntu13.1
2023-03-29 06:26:04 status installed initramfs-tools:all 0.140ubuntu13.1
2023-03-29 06:26:08 startup archives unpack
2023-03-29 06:26:09 upgrade libcurl3-gnutls:amd64 7.81.0-1ubuntu1.7 7.81.0-1ubuntu1.10
2023-03-29 06:26:09 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:26:09 status half-configured libcurl3-gnutls:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:26:09 status unpacked libcurl3-gnutls:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:26:09 status half-installed libcurl3-gnutls:amd64 7.81.0-1ubuntu1.7
2023-03-29 06:26:09 status unpacked libcurl3-gnutls:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:26:09 startup packages configure
2023-03-29 06:26:09 configure libcurl3-gnutls:amd64 7.81.0-1ubuntu1.10 <none>
2023-03-29 06:26:09 status unpacked libcurl3-gnutls:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:26:09 status half-configured libcurl3-gnutls:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:26:09 status installed libcurl3-gnutls:amd64 7.81.0-1ubuntu1.10
2023-03-29 06:26:09 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:26:09 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:26:09 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-30 08:42:52 startup archives unpack
2023-03-30 08:42:52 install unzip:amd64 <none> 6.0-26ubuntu3.1
2023-03-30 08:42:52 status half-installed unzip:amd64 6.0-26ubuntu3.1
2023-03-30 08:42:53 status triggers-pending man-db:amd64 2.10.2-1
2023-03-30 08:42:53 status unpacked unzip:amd64 6.0-26ubuntu3.1
2023-03-30 08:42:53 startup packages configure
2023-03-30 08:42:53 configure unzip:amd64 6.0-26ubuntu3.1 <none>
2023-03-30 08:42:53 status unpacked unzip:amd64 6.0-26ubuntu3.1
2023-03-30 08:42:53 status half-configured unzip:amd64 6.0-26ubuntu3.1
2023-03-30 08:42:53 status installed unzip:amd64 6.0-26ubuntu3.1
2023-03-30 08:42:53 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-30 08:42:53 status half-configured man-db:amd64 2.10.2-1
2023-03-30 08:42:53 status installed man-db:amd64 2.10.2-1
2023-03-30 08:44:24 startup archives unpack
2023-03-30 08:44:25 install libc-dev-bin:amd64 <none> 2.35-0ubuntu3.1
2023-03-30 08:44:25 status half-installed libc-dev-bin:amd64 2.35-0ubuntu3.1
2023-03-30 08:44:25 status triggers-pending man-db:amd64 2.10.2-1
2023-03-30 08:44:25 status unpacked libc-dev-bin:amd64 2.35-0ubuntu3.1
2023-03-30 08:44:25 install linux-libc-dev:amd64 <none> 5.15.0-69.76
2023-03-30 08:44:25 status half-installed linux-libc-dev:amd64 5.15.0-69.76
2023-03-30 08:44:26 status unpacked linux-libc-dev:amd64 5.15.0-69.76
2023-03-30 08:44:26 install libcrypt-dev:amd64 <none> 1:4.4.27-1
2023-03-30 08:44:26 status half-installed libcrypt-dev:amd64 1:4.4.27-1
2023-03-30 08:44:26 status unpacked libcrypt-dev:amd64 1:4.4.27-1
2023-03-30 08:44:26 install rpcsvc-proto:amd64 <none> 1.4.2-0ubuntu6
2023-03-30 08:44:26 status half-installed rpcsvc-proto:amd64 1.4.2-0ubuntu6
2023-03-30 08:44:26 status unpacked rpcsvc-proto:amd64 1.4.2-0ubuntu6
2023-03-30 08:44:26 install libtirpc-dev:amd64 <none> 1.3.2-2ubuntu0.1
2023-03-30 08:44:26 status half-installed libtirpc-dev:amd64 1.3.2-2ubuntu0.1
2023-03-30 08:44:26 status unpacked libtirpc-dev:amd64 1.3.2-2ubuntu0.1
2023-03-30 08:44:26 install libnsl-dev:amd64 <none> 1.3.0-2build2
2023-03-30 08:44:26 status half-installed libnsl-dev:amd64 1.3.0-2build2
2023-03-30 08:44:26 status unpacked libnsl-dev:amd64 1.3.0-2build2
2023-03-30 08:44:27 install libc6-dev:amd64 <none> 2.35-0ubuntu3.1
2023-03-30 08:44:27 status half-installed libc6-dev:amd64 2.35-0ubuntu3.1
2023-03-30 08:44:27 status unpacked libc6-dev:amd64 2.35-0ubuntu3.1
2023-03-30 08:44:27 install gcc-11-base:amd64 <none> 11.3.0-1ubuntu1~22.04
2023-03-30 08:44:27 status half-installed gcc-11-base:amd64 11.3.0-1ubuntu1~22.04
2023-03-30 08:44:27 status unpacked gcc-11-base:amd64 11.3.0-1ubuntu1~22.04
2023-03-30 08:44:27 install libisl23:amd64 <none> 0.24-2build1
2023-03-30 08:44:27 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-30 08:44:27 status half-installed libisl23:amd64 0.24-2build1
2023-03-30 08:44:28 status unpacked libisl23:amd64 0.24-2build1
2023-03-30 08:44:28 install libmpc3:amd64 <none> 1.2.1-2build1
2023-03-30 08:44:28 status half-installed libmpc3:amd64 1.2.1-2build1
2023-03-30 08:44:28 status unpacked libmpc3:amd64 1.2.1-2build1
2023-03-30 08:44:28 install cpp-11:amd64 <none> 11.3.0-1ubuntu1~22.04
2023-03-30 08:44:28 status half-installed cpp-11:amd64 11.3.0-1ubuntu1~22.04
2023-03-30 08:44:28 status unpacked cpp-11:amd64 11.3.0-1ubuntu1~22.04
2023-03-30 08:44:28 install cpp:amd64 <none> 4:11.2.0-1ubuntu1
2023-03-30 08:44:28 status half-installed cpp:amd64 4:11.2.0-1ubuntu1
